PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
233119646,20158117,0,2020-08-25T18:15:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,99,9999 9999 - (Misc. Incident): possible domestic,2204,,,0,0
233120589,20158061,23,2020-08-25T17:15:00,"1200 Block Brighton Rd Pittsburgh, PA 15233",Y,Central North Side,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2206,1,1,-80.0147991841905,40.4546367215774
233126045,20158153,10,2020-08-25T20:18:00,"6900 Block Hartman Ln Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1201,9,2,-79.896766127449,40.4741039766209
233129675,20158094,18,2020-08-25T17:52:00,"Penn Ave & S Braddock Ave Pittsburgh, PA 15221",Y,Point Breeze,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked.,1406,9,3,-79.8951649869709,40.4471406664877
233131745,20158235,3,2020-08-25T21:38:00,"7200 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,1303,,,0,0
233132261,20158267,26,2020-08-25T21:00:00,"200 Block Amber St Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL TRESPASS,3503 Criminal Trespass,1115,9,2,-79.9308413400611,40.4618660633196
232855459,20154384,0,2020-08-20T14:01:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.9993229906853,40.4387869875112
232959102,20155988,10,2020-08-22T17:55:00,"2400 Block Berg St Pittsburgh, PA 15203",Y,South Side Slopes,3,HARRASSMENT,2709(a) Harassment.,1608,3,3,-79.972385626224,40.4196171775813
232959408,20155922,6,2020-08-22T16:26:00,"2400 Block Berg St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1608,3,3,-79.972385626224,40.4196171775813
232959947,20156032,6,2020-08-22T10:00:00,"300 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4120 Identity Theft,902,7,2,-79.9579476679689,40.4673830136992
232960562,20156104,10,2020-08-22T20:34:00,"200 Block Helen Way Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1803,,,0,0
232960994,20156071,0,2020-08-22T18:00:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,1786 Required Financial Responsibility.,1807,3,5,-79.9998207026968,40.4266947312432
232961325,20156102,6,2020-08-22T16:00:00,"Fort Duquesne Blvd & Roberto Clemente Brg Pittsburgh, PA 15222",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2205,6,6,-80.0027644841299,40.4440702599106
232961637,20156138,27,2020-08-22T20:40:00,"Browns Hill Rd & Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.9271546755897,40.4196154373912
232963624,20156214,0,2020-08-22T23:27:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9992 Governor's Order Violation,2022,2,5,-80.0611043000205,40.4538722967083
232964229,20156225,6,2020-08-22T19:15:00,"2800 Block Kenilworth St Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1919,4,5,-80.0265703941774,40.3962025524721
232966504,20156198,3,2020-08-22T22:49:00,"1300 Block Simona Dr Pittsburgh, PA 15201",N,Stanton Heights,5,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,1018,7,2,-79.9376516019766,40.482141076516
232967552,20156322,10,2020-08-23T03:21:00,"2600 Block S 18th St Pittsburgh, PA 15210",N,South Side Slopes,3,HARRASSMENT,2709 Harassment (Non-Specific),1706,3,3,-79.9852869177147,40.4210724620971
232971493,20154307,18,2020-08-20T12:35:00,"5300 Block Penn Ave Pittsburgh, PA 15224",Y,Bloomfield,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,809,7,2,-79.9384457598949,40.4643830556336
-3464010181,20156381,99,2020-08-23T08:31:00,"100 Block Alpine Ave Pittsburgh, PA 15212",N,Central North Side,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2503,6,1,-80.0089485547709,40.4587061869282
232973772,20156462,99,2020-08-23T11:46:00,"E Warrington Ave & Allen St Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.993741131751,40.4218100855544
232976556,20156482,3,2020-08-23T13:04:00,"3300 Block Iowa St Pittsburgh, PA 15219",Y,Upper Hill,2,ROBBERY,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",506,6,3,-79.95694304369,40.4514507528397
232983380,20156688,0,2020-08-23T18:35:00,"2800 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9994 PFA Service,501,6,3,-79.9687338410956,40.4510709664858
233149482,20157973,6,2020-08-25T13:40:00,"100 Block Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.0036985115803,40.4409256646993
233150961,20158248,99,2020-08-23T22:31:00,"1000 Block Silverdale St Pittsburgh, PA 15221",N,Homewood North,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1301,9,2,-79.8807695121168,40.4559393895543
233151973,20158505,11,2020-08-26T09:30:00,"5100 Block Rosecrest Dr Pittsburgh, PA 15201",N,Stanton Heights,5,IDENTITY THEFT,4120 Identity Theft,1005,9,2,-79.9352151452669,40.476207000787
233154033,20158452,99,2020-08-26T07:53:00,"3200 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.0569768076272,40.4577009431173
233154702,20158499,5,2020-08-26T09:00:00,"7000 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1303,9,2,-79.9021898717394,40.4557013748821
233174680,20158557,3,2020-08-26T11:18:00,"3700 Block 5th Ave Pittsburgh, PA 15213",Y,Central Oakland,4,ROBBERY,3701 Robbery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.9581445128134,40.441710290394
233176434,20038342,6,2020-08-26T13:42:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2814,6,6,-79.9960409452176,40.4350395659105
-3352001290,20158618,0,2020-08-26T12:49:00,"1300 Block Silverton Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1202,,,0,0
232827205,20154176,10,2020-08-20T07:25:00,"200 Block Beltzhoover Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1809,3,5,-79.9975577219804,40.4206423470585
232863020,20154402,99,2020-08-20T14:21:00,"300 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),807,9,2,-79.9291230901834,40.4656630058358
232973303,20154767,10,2020-08-20T23:29:00,"1400 Block Locust St Pittsburgh, PA 15219",Y,East Hills,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,3,-79.9854587006851,40.4360439740714
232979166,20156422,99,2020-08-23T10:35:00,"40 Block Rosselle Dr Pittsburgh, PA 15207",Y,Glen Hazel,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1504,5,3,-79.9323396048875,40.407061836055
232980318,20156569,14,2020-08-23T00:30:00,"2100 Block Webster Ave Pittsburgh, PA 15219",Y,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,501,,,0,0
232981612,20156598,6,2020-08-22T20:00:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2108,6,1,-80.0189379796765,40.4515271772804
-3361013649,20156633,99,2020-08-23T16:30:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1916,4,5,-80.0251386963989,40.4128760130292
232921586,20154803,0,2020-08-21T00:35:00,"200 Block Grandview Ave Pittsburgh, PA 15211",Y,Mount Washington,3,99,"601.04(e)(1) Amplified Noise from a vehicle operated on a public street, alley, etc, at a distance of (75) feet",1903,2,5,-80.0080164533472,40.4323827911255
232930755,20155179,0,2020-08-21T15:16:00,"Forbes Ave & Marion St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): Roving Domestic,103,6,3,-79.9842118993293,40.4376229405936
232932172,20155310,27,2020-08-21T17:46:00,"Liberty Brg Pittsburgh, PA 15219",N,Central Business District,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,0,0
232932654,20155258,99,2020-08-21T17:06:00,"1400 Block Page St Pittsburgh, PA 15233",N,Chateau,1,AIDED CASE,9497 Aided Case,2108,6,1,-80.0254664019255,40.451313693962
232935307,20155358,6,2020-08-21T19:15:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1916,4,5,-80.0246866221548,40.410548172001
232985117,20156724,18,2020-08-23T19:01:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,2901,4,3,-79.9865235535491,40.3931998334253
232988217,20156702,99,2020-08-23T18:40:00,"500 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9981194717119,40.4403400419921
232988467,20156848,0,2020-08-23T22:39:00,"1300 Block N Franklin St Pittsburgh, PA 15233",N,Manchester,1,99,8106 Shots Fired,2107,6,1,-80.0243113390752,40.4526159029952
-3262015621,20154847,23,2020-08-21T02:10:00,"Beechview Ave & Bayonne Ave Pittsburgh, PA 15216",Y,Beechview,6,PUBLIC DRUNKENESS,5505 Public Drunkenness,1916,4,5,-80.0249384609652,40.4143639880735
232990528,20156847,0,2020-08-23T23:38:00,"30 Block Mt oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,670.02  (a) Disruptive activity prepetrataed/caused/permitted on property by owner(s)/tenant(s)/occupant(s)/invitee(s) of the property,1706,3,3,-79.9774955286783,40.4134778264424
232992513,20156911,1,2020-08-24T00:56:00,"5100 Block Kent Way Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1011,7,2,-79.9534491287808,40.4773926700742
232993879,20157016,0,2020-08-24T06:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): Officer injury,201,6,6,-79.9960409452176,40.4350395659105
232994892,20157025,5,2020-08-24T06:50:00,"800 Block Woodlow St Pittsburgh, PA 15205",Y,Crafton Heights,6,BURGLARY,3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2814,2,5,-80.0511643268968,40.4469481871268
233005414,20157038,0,2020-08-24T07:56:00,"4500 Block Carroll St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,903,7,2,-79.9513159328587,40.4652687247021
233019241,20157170,0,2020-08-24T11:42:00,"1900 Block Federal Ext N Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Child Custody Dispute,2614,,,0,0
233019769,20157179,14,2020-08-24T07:30:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1306,9,2,-79.871328586779,40.4566162367709
233025047,20157235,0,2020-08-24T13:56:00,"Market Sq Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-80.0025648238862,40.4407022403296
233148737,20158451,6,2020-08-26T07:25:00,"1300 Block Hillsboro St Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2022,2,5,-80.0616270294532,40.4503427731853
233187473,20158686,27,2020-08-26T15:01:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1803,3,5,-79.9937050598573,40.4218022561637
233188675,20158720,26,2020-08-26T10:30:00,"2100 Block Koerner Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2614,6,1,-80.0105823622413,40.4644724553885
233190971,20158674,18,2020-08-26T14:35:00,"Bedford Ave & Barnett Way Pittsburgh, PA 15219",N,Bedford Dwellings,2,STOLEN PROPERTY - OTHER,"13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3733 Fleeing or Attempting to Elude Police Officer / 3334 Turning Movements and Required Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked.",509,6,3,-79.9715820202212,40.4511035757993
233194549,20158763,99,2020-08-26T17:07:00,"2800 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1414,,,0,0
233198160,20158848,11,2020-08-26T19:12:00,"1300 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2902,4,3,-79.9889024327298,40.4032190135796
232863940,20154366,0,2020-08-20T12:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,9093 Indirect Criminal Contempt,201,6,6,-79.9960409452176,40.4350395659105
-3414033422,20154467,10,2020-08-20T14:22:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,809,7,2,-79.9498576275047,40.4620780855382
232615663,20148547,26,2020-08-28T09:45:00,"900 Block 2ND Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9931846836602,40.4350718181921
232615983,20148545,26,2020-08-25T16:30:00,"7100 Block Butler St Pittsburgh, PA 15201",Y,Morningside,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1014,,,0,0
232616618,20148544,26,2020-08-28T11:30:00,"800 Block Ceres Way Pittsburgh, PA 15210",Y,Allentown,3,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1803,3,5,-79.9937305032855,40.4232701457144
232617635,20148543,26,2020-08-25T16:05:00,"Homeless Pittsburgh, PA 15208",Y,Strip District,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,203,,,0,0
232618752,20152038,26,2020-08-29T10:00:00,"Homeless Pittsburgh, PA 15221",Y,Central Business District,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,201,,,0,0
-3361013661,20156654,99,2020-08-23T16:30:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1916,4,5,-80.0251386963989,40.4128760130292
232985545,20156697,18,2020-08-23T21:54:00,"Sebring Ave & Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 1501 Drivers Required to be Licensed. / 3323 Stop Signs and Yield Signs. / 4524 Windshield Obstructions and Wipers. / 1332 Display of Registration Plate. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,1916,4,5,-80.0238622227226,40.4130225205733
232986509,20156767,18,2020-08-23T20:12:00,"5900 Block Penn Cir N Pittsburgh, PA 15206",Y,East Liberty,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1115,9,2,-79.9267858874333,40.4619010899526
232990512,20156878,27,2020-08-23T23:50:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,305,6,3,-79.9807130501689,40.4390819552508
232990590,20156893,0,2020-08-24T00:46:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,670.02  (a) Disruptive activity prepetrataed/caused/permitted on property by owner(s)/tenant(s)/occupant(s)/invitee(s) of the property,1706,3,3,-79.9774955286783,40.4134778264424
232991225,20156909,10,2020-08-24T01:05:00,"8600 Block Bricelyn St Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault.,1306,9,2,-79.8743592274177,40.4578647734886
232991573,20154831,0,2020-08-21T01:30:00,"4500 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.9518674887118,40.462926331383
232940589,20155491,26,2020-08-21T23:15:00,"2000 Block 5th Ave Pittsburgh, PA 15219",Y,North Oakland,4,CRIMINAL TRESPASS,3503 Criminal Trespass,402,6,3,-79.9775329065649,40.4380106868591
232940617,20155538,0,2020-08-22T00:48:00,"E Carson St & S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1702,3,3,-79.9805652715853,40.4287665592296
232941343,20155577,99,2020-08-22T01:22:00,"2400 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2904,4,3,-79.9835557643587,40.3869345976778
232941409,20155572,5,2020-08-21T23:00:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,West Oakland,4,BURGLARY,3502 Burglary.,402,6,3,-79.9775329065649,40.4380106868591
232941808,20155580,99,2020-08-22T01:35:00,"Dinwiddie St & Rose St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,FOUND PROPERTY,9489 Found Property,305,6,3,-79.9804827924218,40.4423581657637
232942929,20155624,0,2020-08-22T03:26:00,"Dinwiddie St & Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,8106 Shots Fired,305,6,3,-79.9807257684808,40.4390549944706
232943188,20155617,0,2020-08-22T02:32:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,99,8106 Shots Fired,510,6,3,-79.9683796165261,40.4465060729526
233041758,20157464,99,2020-08-24T19:55:00,"2500 Block Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1608,3,3,-79.9711009810702,40.4243716733984
233052916,20157700,26,2020-08-25T03:55:00,"600 Block N Euclid Ave Pittsburgh, PA 15206",Y,East Liberty,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1113,9,2,-79.9243830702743,40.4677866135142
233071993,20157815,5,2020-08-25T10:00:00,"600 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,BURGLARY,3502 Burglary.,2206,1,1,-80.0128335552463,40.4545671919178
233076430,20157878,10,2020-08-25T11:58:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,HARRASSMENT,2709 Harassment (Non-Specific),1406,9,3,-79.8958108509806,40.4427513096495
233076609,20157856,10,2020-08-25T11:16:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Spring Garden,1,HARRASSMENT,2709(a) Harassment.,2412,1,1,-80.0274849065856,40.4713604734435
232866108,20154159,18,2020-08-20T06:00:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1306,9,2,-79.8740246842376,40.4529606359974
233090843,20157864,0,2020-08-25T11:27:00,"400 Block Bausman St Pittsburgh, PA 15210",Y,Knoxville,3,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,3001,3,5,-79.9956651914049,40.414215554063
233092465,20157904,27,2020-08-25T05:30:00,"Ater Way & Peoria Way Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.9625475407195,40.4649649415464
232807601,20154020,6,2020-08-20T00:07:00,"2500 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2704,6,1,-80.0250097143295,40.4669232988223
232808685,20154072,10,2020-08-20T01:27:00,"100 Block 48th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT,2709 Harassment (Non-Specific),901,,,0,0
